"Peak1","Peak2","coaccess"
"chr2:62502403-62503343","chr2:62337563-62340221",0.375744213782128
"chr2:62507039-62507774","chr2:62293654-62294417",0.284192022241777
"chr2:62507039-62507774","chr2:62307407-62307933",0.214870041439885
"chr2:62507039-62507774","chr2:62333817-62335328",0.273490852988369
"chr2:62507039-62507774","chr2:62341245-62342573",0.472769575281818
"chr2:62507039-62507774","chr2:62458093-62460811",0.242647918020104
"chr2:62507039-62507774","chr2:62480390-62481293",0.530737519301854
"chr2:62507039-62507774","chr2:62497313-62499183",0.534163439720605
"chr2:62507039-62507774","chr2:62603371-62604052",0.401157129647753
"chr2:62513224-62514101","chr2:62337563-62340221",0.321575680117991
"chr2:62548359-62548440","chr2:62548963-62549364",0.575925146462399
"chr2:62548963-62549364","chr2:62337563-62340221",0.245823168866543
"chr2:62548963-62549364","chr2:62548359-62548440",0.575925146462399
"chr2:6255253-6257441","chr2:6226438-6227663",0.455076925079872
"chr2:6255253-6257441","chr2:6321668-6324203",0.233582088242388
"chr2:6255253-6257441","chr2:6435861-6436562",0.295039296189599
"chr2:6255253-6257441","chr2:6449865-6451170",0.287959838404079
"chr2:6255253-6257441","chr2:6454591-6455582",0.397206323127216
"chr2:6255253-6257441","chr2:6463378-6465152",0.639784845193419
"chr2:62587855-62588746","chr2:62293654-62294417",0.255932305130347
"chr2:62587855-62588746","chr2:62333817-62335328",0.330577755988085
"chr2:62587855-62588746","chr2:62337563-62340221",0.429232697930805
"chr2:62603371-62604052","chr2:62293654-62294417",0.221204994497383
"chr2:62603371-62604052","chr2:62333817-62335328",0.212635842274265
"chr2:62603371-62604052","chr2:62341245-62342573",0.387010388826121
"chr2:62603371-62604052","chr2:62480390-62481293",0.381802797840475
"chr2:62603371-62604052","chr2:62497313-62499183",0.359693106904501
"chr2:62603371-62604052","chr2:62507039-62507774",0.401157129647753
"chr2:62613093-62613443","chr2:62341245-62342573",0.213867681875503
"chr2:62613093-62613443","chr2:62497313-62499183",0.286437400653151
"chr2:62643291-62644467","chr2:62337563-62340221",0.358594735660305
"chr2:62645481-62647533","chr2:62663803-62665264",0.251234377298975
"chr2:62663803-62665264","chr2:62645481-62647533",0.251234377298975
"chr2:62806643-62809646","chr2:62819196-62819673",0.206559835096594
"chr2:62806643-62809646","chr2:63116934-63118248",0.31680687239724
"chr2:62819196-62819673","chr2:62806643-62809646",0.206559835096594
"chr2:63116934-63118248","chr2:62806643-62809646",0.31680687239724
"chr2:63191982-63192542","chr2:63206849-63207920",0.475971036663656
"chr2:63206849-63207920","chr2:63191982-63192542",0.475971036663656
"chr2:63206849-63207920","chr2:63452123-63453421",0.296829183988249
"chr2:6321668-6324203","chr2:6255253-6257441",0.233582088242388
"chr2:6321668-6324203","chr2:6463378-6465152",0.248013159292806
"chr2:6333518-6333973","chr2:6651357-6655138",0.346519872568891
"chr2:63452123-63453421","chr2:63206849-63207920",0.296829183988249
"chr2:63452123-63453421","chr2:63454231-63455262",0.369589976270542
"chr2:63454231-63455262","chr2:63452123-63453421",0.369589976270542
"chr2:6349086-6349886","chr2:6593278-6595531",0.307338571920343
"chr2:63573952-63574478","chr2:63856084-63857205",0.294506389431839
"chr2:63573952-63574478","chr2:63962399-63964929",0.242090401217615
"chr2:63701889-63703195","chr2:63856084-63857205",0.229636467856771
"chr2:63701889-63703195","chr2:63962399-63964929",0.429370828492352
"chr2:63852165-63854866","chr2:63856084-63857205",0.532618116075431
"chr2:63852165-63854866","chr2:63962399-63964929",0.285803875372589
"chr2:63856084-63857205","chr2:63573952-63574478",0.294506389431839
"chr2:63856084-63857205","chr2:63701889-63703195",0.229636467856771
"chr2:63856084-63857205","chr2:63852165-63854866",0.532618116075431
"chr2:63856084-63857205","chr2:63962399-63964929",0.534820738299388
"chr2:63962399-63964929","chr2:63573952-63574478",0.242090401217615
"chr2:63962399-63964929","chr2:63701889-63703195",0.429370828492352
"chr2:63962399-63964929","chr2:63852165-63854866",0.285803875372589
"chr2:63962399-63964929","chr2:63856084-63857205",0.534820738299388
"chr2:63962399-63964929","chr2:63970061-63971409",0.356219851788639
"chr2:63962399-63964929","chr2:64172419-64172826",0.226435348798245
"chr2:63970061-63971409","chr2:63962399-63964929",0.356219851788639
"chr2:64077284-64078182","chr2:64079004-64080469",0.272976392028231
"chr2:64079004-64080469","chr2:64077284-64078182",0.272976392028231
"chr2:64172419-64172826","chr2:63962399-63964929",0.226435348798245
"chr2:6435861-6436562","chr2:6226438-6227663",0.209736937027169
"chr2:6435861-6436562","chr2:6255253-6257441",0.295039296189599
"chr2:6435861-6436562","chr2:6454591-6455582",0.202768989208762
"chr2:6435861-6436562","chr2:6463378-6465152",0.457314584743399
"chr2:6449865-6451170","chr2:6255253-6257441",0.287959838404079
"chr2:6449865-6451170","chr2:6454591-6455582",0.28750228490929
"chr2:6449865-6451170","chr2:6463378-6465152",0.200823774375336
"chr2:6449865-6451170","chr2:6593278-6595531",0.314621036217413
"chr2:6454591-6455582","chr2:6226438-6227663",0.230401093612081
"chr2:6454591-6455582","chr2:6255253-6257441",0.397206323127217
"chr2:6454591-6455582","chr2:6435861-6436562",0.202768989208762
"chr2:6454591-6455582","chr2:6449865-6451170",0.28750228490929
"chr2:6454591-6455582","chr2:6463378-6465152",0.430287363396447
"chr2:6463378-6465152","chr2:6226438-6227663",0.457601366066943
"chr2:6463378-6465152","chr2:6255253-6257441",0.639784845193419
"chr2:6463378-6465152","chr2:6321668-6324203",0.248013159292806
"chr2:6463378-6465152","chr2:6435861-6436562",0.457314584743399
"chr2:6463378-6465152","chr2:6449865-6451170",0.200823774375336
"chr2:6463378-6465152","chr2:6454591-6455582",0.430287363396447
"chr2:6478294-6479682","chr2:6212400-6213930",0.278535979898326
"chr2:6488473-6489291","chr2:6207720-6209979",0.202575521178041
"chr2:6488473-6489291","chr2:6651357-6655138",0.345982478114627
"chr2:64887170-64887713","chr2:65126226-65126977",0.260764117215582
"chr2:6500599-6501177","chr2:6651357-6655138",0.311541579565014
"chr2:6506278-6506854","chr2:6523468-6524264",0.30362089159084
"chr2:6506278-6506854","chr2:6667575-6669667",0.252567442710065
"chr2:6506278-6506854","chr2:6865495-6877308",0.245087325608461
"chr2:65126226-65126977","chr2:64887170-64887713",0.260764117215582
"chr2:65145402-65145906","chr2:65267798-65268166",0.244450626432628
"chr2:65145402-65145906","chr2:65275287-65276205",0.484854493158227
"chr2:6523468-6524264","chr2:6506278-6506854",0.30362089159084
"chr2:6523468-6524264","chr2:6667575-6669667",0.377169640513185
"chr2:6523468-6524264","chr2:6865495-6877308",0.2180369367151
"chr2:65267798-65268166","chr2:65145402-65145906",0.244450626432628
"chr2:65267798-65268166","chr2:65275287-65276205",0.504172916599176
"chr2:65275287-65276205","chr2:65145402-65145906",0.484854493158227
"chr2:65275287-65276205","chr2:65267798-65268166",0.504172916599176
"chr2:6534897-6539024","chr2:6539977-6541746",0.293751828729611
"chr2:6534897-6539024","chr2:6612213-6613523",0.227663378489672
"chr2:6534897-6539024","chr2:6651357-6655138",0.524032447679026
"chr2:6534897-6539024","chr2:6879356-6883004",0.304809670871568
"chr2:6534897-6539024","chr2:6911417-6913690",0.270066979359947
"chr2:6534897-6539024","chr2:6927665-6928539",0.295440753120591
"chr2:6539977-6541746","chr2:6534897-6539024",0.293751828729611
"chr2:6539977-6541746","chr2:6651357-6655138",0.29830369795691
"chr2:6539977-6541746","chr2:6879356-6883004",0.231004378405099
"chr2:6539977-6541746","chr2:6927665-6928539",0.21691001554106
"chr2:65413396-65415830","chr2:65565655-65568091",0.242470773034082
"chr2:65413396-65415830","chr2:65667728-65669229",0.326526758587763
"chr2:6543189-6543838","chr2:6651357-6655138",0.225530557259698
"chr2:6545162-6550512","chr2:6651357-6655138",0.222380308854928
"chr2:65551957-65552882","chr2:65864631-65865481",0.256257945257356
"chr2:65565655-65568091","chr2:65413396-65415830",0.242470773034082
"chr2:65565655-65568091","chr2:65620425-65622252",0.228389667682763
"chr2:65565655-65568091","chr2:65667728-65669229",0.352638194191964
"chr2:65565655-65568091","chr2:65845097-65849684",0.430368120283363
"chr2:65565655-65568091","chr2:65931126-65934962",0.25348787543939
"chr2:65565655-65568091","chr2:65956768-65957151",0.214294619385903
"chr2:65620425-65622252","chr2:65565655-65568091",0.228389667682763
"chr2:65620425-65622252","chr2:65658050-65658786",0.203741887453949
"chr2:65620425-65622252","chr2:65825816-65827835",0.206489287586587
"chr2:65620425-65622252","chr2:65845097-65849684",0.248901708042396
"chr2:65620425-65622252","chr2:65931126-65934962",0.205254197888817
"chr2:65658050-65658786","chr2:65620425-65622252",0.203741887453949
"chr2:65658050-65658786","chr2:65931126-65934962",0.20040437442391
"chr2:65667728-65669229","chr2:65413396-65415830",0.326526758587763
"chr2:65667728-65669229","chr2:65565655-65568091",0.352638194191964
"chr2:65667728-65669229","chr2:65845097-65849684",0.412314087804935
"chr2:65667728-65669229","chr2:65953613-65954100",0.248739722435367
"chr2:65667728-65669229","chr2:65956768-65957151",0.210299055032481
"chr2:65690366-65691549","chr2:65825816-65827835",0.292194295827787
"chr2:65690366-65691549","chr2:65988696-65989238",0.221419889155144
"chr2:65818327-65818921","chr2:65845097-65849684",0.419274803387885
"chr2:65818327-65818921","chr2:65956768-65957151",0.263502743437571
"chr2:65825816-65827835","chr2:65620425-65622252",0.206489287586587
"chr2:65825816-65827835","chr2:65690366-65691549",0.292194295827787
"chr2:65825816-65827835","chr2:65864631-65865481",0.437248413053734
"chr2:65825816-65827835","chr2:65929292-65930584",0.248270150476028
"chr2:65825816-65827835","chr2:65931126-65934962",0.448373416877028
"chr2:65825816-65827835","chr2:65972042-65972559",0.256933903337518
"chr2:65825816-65827835","chr2:65988696-65989238",0.493660156809042
"chr2:65825816-65827835","chr2:66022875-66023785",0.323222916411271
"chr2:65825816-65827835","chr2:66177200-66180805",0.495948019125833
"chr2:65825816-65827835","chr2:66189950-66190660",0.35319767822322
"chr2:65845097-65849684","chr2:65565655-65568091",0.430368120283363
"chr2:65845097-65849684","chr2:65620425-65622252",0.248901708042396
"chr2:65845097-65849684","chr2:65667728-65669229",0.412314087804935
"chr2:65845097-65849684","chr2:65818327-65818921",0.419274803387885
"chr2:65845097-65849684","chr2:65953613-65954100",0.252317195446562
"chr2:65845097-65849684","chr2:65956768-65957151",0.548418760448802
"chr2:65845097-65849684","chr2:65979445-65980514",0.312008692829206
"chr2:65845097-65849684","chr2:66009026-66009667",0.232533790887423
"chr2:65845097-65849684","chr2:66184485-66184782",0.263522050620878
"chr2:65845097-65849684","chr2:66191347-66192188",0.437319033488695
"chr2:65845097-65849684","chr2:66209969-66210264",0.405327700866634
"chr2:65864631-65865481","chr2:65551957-65552882",0.256257945257356
"chr2:65864631-65865481","chr2:65825816-65827835",0.437248413053734
"chr2:65864631-65865481","chr2:65972042-65972559",0.211889605626547
"chr2:65864631-65865481","chr2:65988696-65989238",0.246990838419313
"chr2:65923372-65924032","chr2:66177200-66180805",0.306873070559255
"chr2:65923372-65924032","chr2:66191347-66192188",0.348254376711857
"chr2:65925278-65925778","chr2:66177200-66180805",0.210762849481301
"chr2:65929292-65930584","chr2:65825816-65827835",0.248270150476028
"chr2:65929292-65930584","chr2:65931126-65934962",0.253779258850567
"chr2:65929292-65930584","chr2:66022875-66023785",0.279036709046837
"chr2:65929292-65930584","chr2:66177200-66180805",0.227518044158149
"chr2:65931126-65934962","chr2:65565655-65568091",0.25348787543939
"chr2:65931126-65934962","chr2:65620425-65622252",0.205254197888817
"chr2:65931126-65934962","chr2:65658050-65658786",0.20040437442391
"chr2:65931126-65934962","chr2:65825816-65827835",0.448373416877028
"chr2:65931126-65934962","chr2:65929292-65930584",0.253779258850567
"chr2:65931126-65934962","chr2:65988696-65989238",0.274512579475251
"chr2:65931126-65934962","chr2:66022875-66023785",0.235393079258754
"chr2:65931126-65934962","chr2:66140078-66140696",0.245844563899474
"chr2:65931126-65934962","chr2:66177200-66180805",0.480305823543467
"chr2:65931126-65934962","chr2:66191347-66192188",0.237197958555431
"chr2:6593278-6595531","chr2:6349086-6349886",0.307338571920343
"chr2:6593278-6595531","chr2:6449865-6451170",0.314621036217413
"chr2:6593278-6595531","chr2:6618232-6620037",0.248662964457253
"chr2:6593278-6595531","chr2:6636440-6638221",0.33512445238614
"chr2:6593278-6595531","chr2:6706607-6708413",0.229512043174386
"chr2:6593278-6595531","chr2:6731442-6732623",0.281648845373019
"chr2:65953613-65954100","chr2:65667728-65669229",0.248739722435367
"chr2:65953613-65954100","chr2:65845097-65849684",0.252317195446562
"chr2:65956768-65957151","chr2:65565655-65568091",0.214294619385903
"chr2:65956768-65957151","chr2:65667728-65669229",0.210299055032481
"chr2:65956768-65957151","chr2:65818327-65818921",0.263502743437571
"chr2:65956768-65957151","chr2:65845097-65849684",0.548418760448802
"chr2:65956768-65957151","chr2:66209969-66210264",0.222289444281106
"chr2:65968776-65969161","chr2:66177200-66180805",0.229320253357869
"chr2:65972042-65972559","chr2:65825816-65827835",0.256933903337518
"chr2:65972042-65972559","chr2:65864631-65865481",0.211889605626547
"chr2:65979445-65980514","chr2:65845097-65849684",0.312008692829206
"chr2:65988696-65989238","chr2:65690366-65691549",0.221419889155144
"chr2:65988696-65989238","chr2:65825816-65827835",0.493660156809042
"chr2:65988696-65989238","chr2:65864631-65865481",0.246990838419313
"chr2:65988696-65989238","chr2:65931126-65934962",0.274512579475251
"chr2:65988696-65989238","chr2:66177200-66180805",0.261433881616548
"chr2:66009026-66009667","chr2:65845097-65849684",0.232533790887423
"chr2:66022875-66023785","chr2:65825816-65827835",0.323222916411271
"chr2:66022875-66023785","chr2:65929292-65930584",0.279036709046836
"chr2:66022875-66023785","chr2:65931126-65934962",0.235393079258754
"chr2:66022875-66023785","chr2:66177200-66180805",0.314247451878483
"chr2:66040562-66042598","chr2:66043616-66044614",0.273781446653182
"chr2:66043616-66044614","chr2:66040562-66042598",0.273781446653182
"chr2:6612213-6613523","chr2:6534897-6539024",0.227663378489672
"chr2:6612213-6613523","chr2:6651357-6655138",0.240975373458746
"chr2:66140078-66140696","chr2:65931126-65934962",0.245844563899474
"chr2:66140078-66140696","chr2:66177200-66180805",0.239439156121661
"chr2:66177200-66180805","chr2:65825816-65827835",0.495948019125832
"chr2:66177200-66180805","chr2:65923372-65924032",0.306873070559255
"chr2:66177200-66180805","chr2:65925278-65925778",0.210762849481301
"chr2:66177200-66180805","chr2:65929292-65930584",0.227518044158149
"chr2:66177200-66180805","chr2:65931126-65934962",0.480305823543467
"chr2:66177200-66180805","chr2:65968776-65969161",0.229320253357869
"chr2:66177200-66180805","chr2:65988696-65989238",0.261433881616548
"chr2:66177200-66180805","chr2:66022875-66023785",0.314247451878483
"chr2:66177200-66180805","chr2:66140078-66140696",0.239439156121661
"chr2:66177200-66180805","chr2:66189950-66190660",0.262918032971175
"chr2:66177200-66180805","chr2:66191347-66192188",0.38028922328231
"chr2:6618232-6620037","chr2:6593278-6595531",0.248662964457253
"chr2:66184485-66184782","chr2:65845097-65849684",0.263522050620878
"chr2:66189950-66190660","chr2:65825816-65827835",0.35319767822322
"chr2:66189950-66190660","chr2:66177200-66180805",0.262918032971175
"chr2:66189950-66190660","chr2:66191347-66192188",0.221261429173548
"chr2:66191347-66192188","chr2:65845097-65849684",0.437319033488695
"chr2:66191347-66192188","chr2:65923372-65924032",0.348254376711857
"chr2:66191347-66192188","chr2:65931126-65934962",0.237197958555431
"chr2:66191347-66192188","chr2:66177200-66180805",0.38028922328231
"chr2:66191347-66192188","chr2:66189950-66190660",0.221261429173548
"chr2:66191347-66192188","chr2:66408162-66410794",0.218946874254437
"chr2:66209969-66210264","chr2:65845097-65849684",0.405327700866634
"chr2:66209969-66210264","chr2:65956768-65957151",0.222289444281106
"chr2:66209969-66210264","chr2:66255809-66257727",0.284842842199025
"chr2:66255809-66257727","chr2:66209969-66210264",0.284842842199025
"chr2:6636440-6638221","chr2:6593278-6595531",0.33512445238614
"chr2:6636440-6638221","chr2:6731442-6732623",0.236250852027289
"chr2:66408162-66410794","chr2:66191347-66192188",0.218946874254437
"chr2:6651357-6655138","chr2:6333518-6333973",0.346519872568891
"chr2:6651357-6655138","chr2:6488473-6489291",0.345982478114627
"chr2:6651357-6655138","chr2:6500599-6501177",0.311541579565014
"chr2:6651357-6655138","chr2:6534897-6539024",0.524032447679026
"chr2:6651357-6655138","chr2:6539977-6541746",0.29830369795691
"chr2:6651357-6655138","chr2:6543189-6543838",0.225530557259698
"chr2:6651357-6655138","chr2:6545162-6550512",0.222380308854928
"chr2:6651357-6655138","chr2:6612213-6613523",0.240975373458746
"chr2:6651357-6655138","chr2:6739920-6740731",0.239098239286007
"chr2:6651357-6655138","chr2:6741534-6742237",0.356778696770374
"chr2:6651357-6655138","chr2:6879356-6883004",0.439853037692353
"chr2:6651357-6655138","chr2:6911417-6913690",0.410691449444424
"chr2:6651357-6655138","chr2:6927665-6928539",0.376856054511048
"chr2:6667575-6669667","chr2:6506278-6506854",0.252567442710065
"chr2:6667575-6669667","chr2:6523468-6524264",0.377169640513185
"chr2:6706607-6708413","chr2:6593278-6595531",0.229512043174386
"chr2:67211877-67212368","chr2:67499202-67500128",0.417144958526003
"chr2:6731442-6732623","chr2:6593278-6595531",0.281648845373019
"chr2:6731442-6732623","chr2:6636440-6638221",0.236250852027289
"chr2:6739920-6740731","chr2:6651357-6655138",0.239098239286007
"chr2:6741534-6742237","chr2:6651357-6655138",0.356778696770374
"chr2:67464317-67464649","chr2:67657252-67658673",0.209365838568021
"chr2:67499202-67500128","chr2:67211877-67212368",0.417144958526003
"chr2:67499202-67500128","chr2:67850567-67851268",0.4019507668729
"chr2:67525827-67526392","chr2:67528277-67528761",0.278817356737775
"chr2:67525827-67526392","chr2:67657252-67658673",0.311541945659764
"chr2:67525827-67526392","chr2:67817846-67818614",0.210240020571279
"chr2:67528277-67528761","chr2:67525827-67526392",0.278817356737775
"chr2:67657252-67658673","chr2:67464317-67464649",0.209365838568021
"chr2:67657252-67658673","chr2:67525827-67526392",0.311541945659764
"chr2:67657252-67658673","chr2:67817846-67818614",0.504030572330082
"chr2:67817846-67818614","chr2:67525827-67526392",0.210240020571279
"chr2:67817846-67818614","chr2:67657252-67658673",0.504030572330082
"chr2:67850567-67851268","chr2:67499202-67500128",0.4019507668729
"chr2:68301743-68302652","chr2:68346602-68347377",0.281870648128248
"chr2:68346602-68347377","chr2:68301743-68302652",0.281870648128248
"chr2:68346602-68347377","chr2:68404162-68409111",0.278972985960906
"chr2:68404162-68409111","chr2:68346602-68347377",0.278972985960906
"chr2:68567913-68569006","chr2:68971697-68972466",0.252677858933165
"chr2:6865495-6877308","chr2:6506278-6506854",0.245087325608461
"chr2:6865495-6877308","chr2:6523468-6524264",0.2180369367151
"chr2:6865495-6877308","chr2:6883577-6886112",0.24944987328102
"chr2:6879356-6883004","chr2:6534897-6539024",0.304809670871568
"chr2:6879356-6883004","chr2:6539977-6541746",0.231004378405099
"chr2:6879356-6883004","chr2:6651357-6655138",0.439853037692353
"chr2:6879356-6883004","chr2:6911417-6913690",0.334664030100722
"chr2:6879356-6883004","chr2:6927665-6928539",0.227727034821466
"chr2:6879356-6883004","chr2:7006645-7007324",0.253708526777562
"chr2:6879356-6883004","chr2:7080292-7083875",0.251672252575751
"chr2:6879356-6883004","chr2:7144565-7145571",0.223880560596091
"chr2:6879356-6883004","chr2:7172911-7174336",0.233627646631459
"chr2:6879356-6883004","chr2:7178909-7179624",0.230394419123339
"chr2:6883577-6886112","chr2:6865495-6877308",0.24944987328102
"chr2:6883577-6886112","chr2:6911417-6913690",0.204185103084523
"chr2:68911761-68911879","chr2:69135727-69136615",0.281293057304287
"chr2:68957406-68957923","chr2:69115444-69117222",0.213374651201418
"chr2:68957406-68957923","chr2:69135727-69136615",0.485463572341763
"chr2:68957406-68957923","chr2:69138554-69139200",0.334303835081104
"chr2:68971697-68972466","chr2:68567913-68569006",0.252677858933165
"chr2:69109556-69110133","chr2:69402253-69402716",0.433791405113629
"chr2:6911417-6913690","chr2:6534897-6539024",0.270066979359947
"chr2:6911417-6913690","chr2:6651357-6655138",0.410691449444424
"chr2:6911417-6913690","chr2:6879356-6883004",0.334664030100722
"chr2:6911417-6913690","chr2:6883577-6886112",0.204185103084523
"chr2:6911417-6913690","chr2:7144565-7145571",0.286836209264229
"chr2:6911417-6913690","chr2:7172911-7174336",0.22613145516707
"chr2:6911417-6913690","chr2:7178909-7179624",0.290442525818092
"chr2:69115444-69117222","chr2:68957406-68957923",0.213374651201418
"chr2:69115444-69117222","chr2:69135727-69136615",0.439527898309479
"chr2:69115444-69117222","chr2:69138554-69139200",0.315554421868944
"chr2:69135727-69136615","chr2:68911761-68911879",0.281293057304287
"chr2:69135727-69136615","chr2:68957406-68957923",0.485463572341763
"chr2:69135727-69136615","chr2:69115444-69117222",0.439527898309479
"chr2:69135727-69136615","chr2:69138554-69139200",0.688628087537015
"chr2:69138554-69139200","chr2:68957406-68957923",0.334303835081104
"chr2:69138554-69139200","chr2:69115444-69117222",0.315554421868944
"chr2:69138554-69139200","chr2:69135727-69136615",0.688628087537015
"chr2:6927665-6928539","chr2:6534897-6539024",0.295440753120591
"chr2:6927665-6928539","chr2:6539977-6541746",0.21691001554106
"chr2:6927665-6928539","chr2:6651357-6655138",0.376856054511048
"chr2:6927665-6928539","chr2:6879356-6883004",0.227727034821466
"chr2:6927665-6928539","chr2:7006645-7007324",0.361992763201357
"chr2:6927665-6928539","chr2:7080292-7083875",0.265813221795005
"chr2:6927665-6928539","chr2:7112373-7114497",0.241446797674786
"chr2:6927665-6928539","chr2:7144565-7145571",0.268881732806753
"chr2:69402253-69402716","chr2:69109556-69110133",0.433791405113629
"chr2:69402253-69402716","chr2:69721846-69723955",0.456323987528213
"chr2:69646516-69648031","chr2:69721846-69723955",0.325259435493902
"chr2:69646516-69648031","chr2:69896555-69898948",0.202964920689944
"chr2:69712771-69714036","chr2:69721846-69723955",0.238781251537124
"chr2:69721846-69723955","chr2:69402253-69402716",0.456323987528213
"chr2:69721846-69723955","chr2:69646516-69648031",0.325259435493902
"chr2:69721846-69723955","chr2:69712771-69714036",0.238781251537124
"chr2:69721846-69723955","chr2:69773168-69774018",0.267241366531458
"chr2:69721846-69723955","chr2:69788534-69790923",0.278999692182621
"chr2:69721846-69723955","chr2:69860703-69862719",0.32228604304697
"chr2:69721846-69723955","chr2:69896555-69898948",0.43048703690808
"chr2:69773168-69774018","chr2:69721846-69723955",0.267241366531458
"chr2:69773168-69774018","chr2:69778384-69778950",0.366678362471544
"chr2:69773168-69774018","chr2:69896555-69898948",0.205520687205107
"chr2:69778384-69778950","chr2:69773168-69774018",0.366678362471544
"chr2:69788534-69790923","chr2:69721846-69723955",0.278999692182621
"chr2:69788534-69790923","chr2:69860703-69862719",0.240584436500479
"chr2:69788534-69790923","chr2:69896555-69898948",0.27639439133881
"chr2:69788534-69790923","chr2:70113067-70114963",0.204459223568363
"chr2:69788534-69790923","chr2:70124969-70129173",0.332439635129531
"chr2:69788534-69790923","chr2:70210061-70211372",0.241839449548451
"chr2:69816747-69817105","chr2:70214371-70215516",0.206199640299884
"chr2:69860703-69862719","chr2:69721846-69723955",0.32228604304697
"chr2:69860703-69862719","chr2:69788534-69790923",0.240584436500479
"chr2:69860703-69862719","chr2:70113067-70114963",0.273912698902022
"chr2:69860703-69862719","chr2:70124969-70129173",0.273639228983325
"chr2:69860703-69862719","chr2:70149989-70151151",0.21662989510528
"chr2:69860703-69862719","chr2:70210061-70211372",0.305996524461184
"chr2:69884973-69887068","chr2:69896555-69898948",0.208385258745058
"chr2:69896555-69898948","chr2:69646516-69648031",0.202964920689944
"chr2:69896555-69898948","chr2:69721846-69723955",0.43048703690808
"chr2:69896555-69898948","chr2:69773168-69774018",0.205520687205107
"chr2:69896555-69898948","chr2:69788534-69790923",0.27639439133881
"chr2:69896555-69898948","chr2:69884973-69887068",0.208385258745058
"chr2:69896555-69898948","chr2:70124969-70129173",0.343201183919216
"chr2:69896555-69898948","chr2:70210061-70211372",0.236422820196286
"chr2:70053747-70054869","chr2:70167858-70169430",0.222195436977603
"chr2:70060033-70061322","chr2:70124969-70129173",0.284445430187482
"chr2:70060033-70061322","chr2:70210061-70211372",0.298114301706933
"chr2:70065853-70066668","chr2:70201801-70203528",0.265005208568278
"chr2:7006645-7007324","chr2:6879356-6883004",0.253708526777562
"chr2:7006645-7007324","chr2:6927665-6928539",0.361992763201357
"chr2:7006645-7007324","chr2:7112373-7114497",0.315611590895442
"chr2:7006645-7007324","chr2:7144565-7145571",0.253456611245728
"chr2:70097006-70098118","chr2:70149989-70151151",0.219138143629308
"chr2:70113067-70114963","chr2:69788534-69790923",0.204459223568363
"chr2:70113067-70114963","chr2:69860703-69862719",0.273912698902022
"chr2:70113067-70114963","chr2:70124969-70129173",0.58628962025894
"chr2:70113067-70114963","chr2:70188884-70189752",0.319080143668613
"chr2:70113067-70114963","chr2:70210061-70211372",0.501103808600339
"chr2:70113067-70114963","chr2:70259368-70263117",0.342143139062585
"chr2:70124969-70129173","chr2:69788534-69790923",0.332439635129531
"chr2:70124969-70129173","chr2:69860703-69862719",0.273639228983325
"chr2:70124969-70129173","chr2:69896555-69898948",0.343201183919216
"chr2:70124969-70129173","chr2:70060033-70061322",0.284445430187482
"chr2:70124969-70129173","chr2:70113067-70114963",0.58628962025894
"chr2:70124969-70129173","chr2:70149989-70151151",0.232007699142605
"chr2:70124969-70129173","chr2:70188884-70189752",0.233038545430369
"chr2:70124969-70129173","chr2:70210061-70211372",0.580747705895193
"chr2:70124969-70129173","chr2:70217755-70218244",0.263068870929744
"chr2:70124969-70129173","chr2:70259368-70263117",0.366235847234731
"chr2:70137533-70138027","chr2:70167858-70169430",0.21267397361886
"chr2:70137533-70138027","chr2:70201801-70203528",0.404301481602676
"chr2:70149989-70151151","chr2:69860703-69862719",0.21662989510528
"chr2:70149989-70151151","chr2:70097006-70098118",0.219138143629308
"chr2:70149989-70151151","chr2:70124969-70129173",0.232007699142605
"chr2:70149989-70151151","chr2:70155266-70155797",0.211089970683111
"chr2:70149989-70151151","chr2:70167858-70169430",0.239579326408282
"chr2:70149989-70151151","chr2:70210061-70211372",0.21683984723897
"chr2:70149989-70151151","chr2:70259368-70263117",0.259185018389644
"chr2:70155266-70155797","chr2:70149989-70151151",0.211089970683111
"chr2:70155266-70155797","chr2:70210061-70211372",0.265252303884339
"chr2:70159488-70159957","chr2:70167858-70169430",0.340420044534599
"chr2:70159488-70159957","chr2:70201801-70203528",0.363137099106878
"chr2:70167858-70169430","chr2:70053747-70054869",0.222195436977603
"chr2:70167858-70169430","chr2:70137533-70138027",0.21267397361886
"chr2:70167858-70169430","chr2:70149989-70151151",0.239579326408282
"chr2:70167858-70169430","chr2:70159488-70159957",0.340420044534599
"chr2:70167858-70169430","chr2:70201801-70203528",0.621703795122103
"chr2:70167858-70169430","chr2:70471149-70477874",0.351919344955972
"chr2:70177091-70178718","chr2:70442749-70445658",0.244265295150087
"chr2:70188884-70189752","chr2:70113067-70114963",0.319080143668613
"chr2:70188884-70189752","chr2:70124969-70129173",0.233038545430369
"chr2:70188884-70189752","chr2:70210061-70211372",0.279851935796349
"chr2:70201801-70203528","chr2:70065853-70066668",0.265005208568278
"chr2:70201801-70203528","chr2:70137533-70138027",0.404301481602676
"chr2:70201801-70203528","chr2:70159488-70159957",0.363137099106878
"chr2:70201801-70203528","chr2:70167858-70169430",0.621703795122103
"chr2:70201801-70203528","chr2:70471149-70477874",0.458802547831126
"chr2:70210061-70211372","chr2:69788534-69790923",0.241839449548451
"chr2:70210061-70211372","chr2:69860703-69862719",0.305996524461184
"chr2:70210061-70211372","chr2:69896555-69898948",0.236422820196286
